iter	Passed	Remaining
1659	316362	255376
1660	316544	255179
1661	316726	254981
1662	316915	254790
1663	317116	254607
1664	317308	254418
1665	317490	254221
1666	317670	254021
1667	317853	253825
1668	318051	253640
1669	318245	253453
1670	318434	253261
1671	318630	253075
1672	318823	252886
1673	319012	252694
1674	319208	252508
1675	319398	252317
1676	319589	252127
1677	319787	251942
1678	319982	251754
1679	320176	251567
1680	320364	251374
1681	320553	251182
1682	320737	250987
1683	320925	250794
1684	321126	250611
1685	321317	250422
1686	321501	250226
1687	321685	250030
1688	321866	249832
1689	322057	249642
1690	322248	249451
1691	322433	249257
1692	322628	249070
1693	322814	248875
1694	322989	248672
1695	323177	248481
1696	323371	248293
1697	323555	248097
1698	323742	247904
1699	323936	247716
1700	324121	247521
1701	324308	247327
1702	324499	247138
1703	324686	246944
1704	324869	246748
1705	325054	246553
1706	325244	246362
1707	325423	246163
1708	325620	245977
1709	325814	245789
1710	325987	245586
1711	326171	245390
1712	326349	245190
1713	326544	245003
1714	326728	244807
1715	326911	244612
1716	327100	244420
1717	327281	244222
1718	327479	244038
1719	327663	243842
1720	327853	243651
1721	328043	243460
1722	328238	243273
1723	328435	243088
1724	328611	242886
1725	328805	242699
1726	328997	242509
1727	329195	242324
1728	329378	242128
1729	329568	241937
1730	329747	241738
1731	329934	241545
1732	330143	241368
1733	330317	241166
1734	330515	240981
1735	330707	240791
1736	330899	240602
1737	331090	240412
1738	331287	240226
1739	331479	240036
1740	331647	239830
1741	331833	239636
1742	332016	239440
1743	332214	239255
1744	332401	239062
1745	332588	238869
1746	332783	238681
1747	332967	238486
1748	333171	238306
1749	333362	238115
1750	333553	237925
1751	333754	237742
1752	333941	237549
1753	334135	237362
1754	334320	237167
1755	334516	236980
1756	334702	236787
1757	334893	236596
1758	335084	236407
1759	335270	236213
1760	335460	236022
1761	335640	235824
1762	335821	235627
1763	336004	235431
1764	336183	235233
1765	336374	235042
1766	336552	234844
1767	336735	234648
1768	336925	234457
1769	337113	234265
1770	337296	234069
1771	337490	233881
1772	337688	233696
1773	337864	233496
1774	338048	233301
1775	338225	233101
1776	338417	232911
1777	338605	232719
1778	338791	232526
1779	338984	232337
1780	339172	232145
1781	339368	231958
1782	339552	231764
1783	339731	231565
1784	339917	231372
1785	340102	231178
1786	340297	230991
1787	340493	230803
1788	340691	230619
1789	340879	230426
1790	341078	230242
1791	341273	230054
1792	341479	229874
1793	341670	229685
1794	341866	229497
1795	342051	229303
1796	342248	229117
1797	342440	228928
1798	342623	228732
1799	342817	228544
1800	342988	228341
1801	343177	228150
1802	343364	227957
1803	343560	227770
1804	343749	227579
1805	343941	227389
1806	344129	227197
1807	344307	226999
1808	344491	226804
1809	344681	226614
1810	344868	226421
1811	345060	226231
1812	345246	226038
1813	345447	225854
1814	345640	225666
1815	345815	225465
1816	346001	225271
1817	346185	225077
1818	346391	224897
1819	346594	224715
1820	346789	224527
1821	346969	224330
1822	347158	224139
1823	347344	223945
1824	347538	223757
1825	347715	223558
1826	347902	223365
1827	348101	223180
1828	348288	222988
1829	348485	222802
1830	348680	222614
1831	348867	222421
1832	349054	222229
1833	349249	222042
1834	349442	221852
1835	349621	221655
1836	349813	221465
1837	350000	221273
1838	350195	221085
1839	350375	220888
1840	350560	220695
1841	350754	220506
1842	350933	220309
1843	351112	220111
1844	351322	219933
1845	351514	219743
1846	351699	219550
1847	351899	219365
1848	352098	219181
1849	352296	218994
1850	352482	218801
1851	352686	218619
1852	352871	218426
1853	353053	218230
1854	353253	218045
1855	353443	217855
1856	353628	217661
1857	353816	217469
1858	354022	217288
1859	354210	217096
1860	354388	216898
1861	354577	216707
1862	354768	216517
1863	354950	216321
1864	355138	216129
1865	355332	215941
1866	355525	215752
1867	355711	215559
1868	355903	215370
1869	356095	215180
1870	356294	214995
1871	356475	214799
1872	356664	214608
1873	356846	214412
1874	357035	214221
1875	357219	214026
1876	357409	213836
1877	357596	213643
1878	357783	213451
1879	357972	213260
1880	358168	213073
1881	358355	212880
1882	358530	212681
1883	358734	212498
1884	358920	212305
1885	359112	212116
1886	359301	211924
1887	359510	211745
1888	359712	211562
1889	359912	211377
1890	360092	211180
1891	360285	210991
1892	360479	210803
1893	360664	210609
1894	360853	210418
1895	361034	210222
1896	361232	210036
1897	361424	209847
1898	361609	209653
1899	361801	209464
1900	361995	209275
1901	362185	209085
1902	362379	208896
1903	362561	208701
1904	362749	208509
1905	362958	208329
1906	363147	208138
1907	363328	207942
1908	363499	207741
1909	363696	207554
1910	363888	207365
1911	364067	207168
1912	364253	206975
1913	364438	206781
1914	364624	206588
1915	364815	206398
1916	365014	206213
1917	365211	206026
1918	365397	205833
1919	365595	205647
1920	365779	205453
1921	365972	205264
1922	366172	205079
1923	366362	204888
1924	366547	204695
1925	366732	204502
1926	366920	204310
1927	367120	204125
1928	367325	203942
1929	367505	203746
1930	367687	203551
1931	367867	203355
1932	368047	203158
1933	368235	202967
1934	368424	202776
1935	368613	202585
1936	368791	202388
1937	369001	202208
1938	369197	202020
1939	369385	201829
1940	369572	201636
1941	369753	201441
1942	369943	201250
1943	370152	201070
1944	370339	200877
1945	370533	200690
1946	370729	200502
1947	370916	200310
1948	371105	200118
1949	371296	199928
1950	371493	199742
1951	371677	199548
1952	371858	199352
1953	372039	199157
1954	372227	198965
1955	372429	198781
1956	372612	198587
1957	372802	198396
1958	372982	198200
1959	373185	198016
1960	373373	197825
1961	373564	197634
1962	373750	197442
1963	373929	197245
1964	374133	197062
1965	374320	196870
1966	374505	196677
1967	374691	196484
1968	374897	196302
1969	375093	196115
1970	375274	195919
1971	375456	195724
1972	375641	195531
1973	375834	195342
1974	376015	195147
1975	376210	194959
1976	376383	194759
1977	376567	194566
1978	376769	194381
1979	376954	194188
1980	377152	194002
1981	377330	193805
1982	377520	193615
1983	377707	193422
1984	377897	193232
1985	378084	193040
1986	378270	192847
1987	378468	192660
1988	378666	192474
1989	378854	192283
1990	379032	192086
1991	379223	191896
1992	379416	191707
1993	379599	191513
1994	379801	191328
1995	379991	191138
1996	380181	190947
1997	380374	190758
1998	380571	190571
1999	380762	190381
2000	380944	190186
2001	381128	189993
2002	381318	189802
2003	381504	189610
2004	381704	189424
2005	381887	189230
2006	382081	189041
2007	382272	188851
2008	382463	188661
2009	382652	188470
2010	382830	188274
2011	383015	188081
2012	383197	187886
2013	383384	187694
2014	383570	187502
2015	383758	187310
2016	383950	187121
2017	384152	186936
2018	384347	186748
2019	384527	186552
2020	384706	186357
2021	384897	186167
2022	385094	185980
2023	385290	185792
2024	385471	185597
2025	385655	185403
2026	385847	185214
2027	386031	185021
2028	386225	184832
2029	386403	184636
2030	386582	184440
2031	386760	184243
2032	386959	184057
2033	387149	183867
2034	387336	183675
2035	387522	183483
2036	387719	183295
2037	387930	183115
2038	388127	182928
2039	388323	182740
2040	388502	182544
2041	388689	182352
2042	388882	182163
2043	389069	181972
2044	389249	181776
2045	389438	181585
2046	389623	181393
2047	389819	181204
2048	389997	181009
2049	390181	180815
2050	390374	180626
2051	390564	180436
2052	390741	180239
2053	390918	180043
2054	391106	179851
2055	391278	179652
2056	391480	179468
2057	391681	179282
2058	391875	179094
2059	392062	178902
2060	392243	178707
2061	392427	178514
2062	392636	178332
2063	392818	178138
2064	393004	177946
2065	393189	177753
2066	393370	177559
2067	393565	177370
2068	393755	177180
2069	393948	176991
2070	394136	176800
2071	394345	176618
2072	394528	176424
2073	394712	176231
2074	394897	176038
2075	395081	175845
2076	395255	175648
2077	395437	175453
2078	395616	175258
2079	395803	175066
2080	395978	174869
2081	396157	174674
2082	396347	174484
2083	396533	174292
2084	396722	174101
2085	396901	173905
2086	397085	173713
2087	397265	173518
2088	397452	173326
2089	397644	173137
2090	397824	172942
2091	398010	172750
2092	398196	172558
2093	398386	172367
2094	398577	172177
2095	398753	171981
2096	398944	171791
2097	399147	171606
2098	399336	171415
2099	399533	171228
2100	399731	171041
2101	399915	170848
2102	400100	170656
2103	400283	170462
2104	400481	170275
2105	400674	170087
2106	400867	169897
2107	401056	169707
2108	401251	169518
2109	401437	169326
2110	401623	169134
2111	401817	168946
2112	402000	168752
2113	402168	168553
2114	402355	168361
2115	402549	168173
2116	402743	167983
2117	402920	167788
2118	403109	167597
2119	403297	167406
2120	403474	167210
2121	403665	167020
2122	403866	166835
2123	404071	166651
2124	404253	166457
2125	404446	166268
2126	404621	166071
2127	404807	165879
2128	404993	165687
2129	405180	165496
2130	405365	165303
2131	405556	165114
2132	405742	164922
2133	405927	164729
2134	406111	164536
2135	406319	164353
2136	406500	164160
2137	406684	163967
2138	406865	163773
2139	407057	163584
2140	407243	163391
2141	407449	163207
2142	407628	163013
2143	407807	162818
2144	408000	162629
2145	408175	162433
2146	408346	162235
2147	408541	162047
2148	408739	161860
2149	408931	161670
2150	409123	161481
2151	409301	161286
2152	409486	161093
2153	409680	160904
2154	409863	160712
2155	410051	160520
2156	410238	160329
2157	410437	160142
2158	410624	159951
2159	410814	159761
2160	411001	159569
2161	411190	159379
2162	411371	159185
2163	411569	158998
2164	411748	158803
2165	411936	158612
2166	412124	158421
2167	412313	158230
2168	412487	158034
2169	412668	157841
2170	412860	157651
2171	413046	157459
2172	413238	157270
2173	413424	157078
2174	413600	156882
2175	413785	156690
2176	413974	156500
2177	414162	156309
2178	414346	156116
2179	414534	155925
2180	414734	155739
2181	414925	155549
2182	415118	155360
2183	415303	155168
2184	415489	154976
2185	415676	154785
2186	415874	154598
2187	416053	154403
2188	416244	154214
2189	416431	154022
2190	416626	153834
2191	416814	153643
2192	417006	153453
2193	417202	153265
2194	417387	153073
2195	417582	152885
2196	417776	152696
2197	417967	152506
2198	418153	152314
2199	418335	152121
2200	418534	151934
2201	418721	151743
2202	418905	151551
2203	419096	151361
2204	419283	151170
2205	419484	150984
2206	419671	150792
2207	419849	150598
2208	420041	150408
2209	420221	150215
2210	420410	150024
2211	420598	149833
2212	420782	149641
2213	420970	149450
2214	421162	149260
2215	421349	149069
2216	421545	148881
2217	421737	148691
2218	421928	148502
2219	422108	148308
2220	422301	148119
2221	422489	147928
2222	422680	147738
2223	422861	147545
2224	423044	147352
2225	423227	147159
2226	423412	146968
2227	423596	146775
2228	423790	146586
2229	423989	146399
2230	424180	146210
2231	424374	146021
2232	424557	145828
2233	424761	145643
2234	424939	145448
2235	425126	145257
2236	425308	145064
2237	425502	144876
2238	425694	144686
2239	425882	144495
2240	426077	144307
2241	426268	144117
2242	426453	143925
2243	426629	143730
2244	426814	143538
2245	427001	143347
2246	427190	143157
2247	427381	142967
2248	427578	142779
2249	427773	142591
2250	427961	142400
2251	428133	142204
2252	428331	142016
2253	428510	141822
2254	428712	141636
2255	428904	141447
2256	429098	141258
2257	429287	141067
2258	429488	140881
2259	429676	140690
2260	429868	140500
2261	430053	140309
2262	430251	140121
2263	430446	139933
2264	430636	139742
2265	430821	139551
2266	431001	139357
2267	431192	139167
2268	431380	138977
2269	431574	138788
2270	431758	138596
2271	431943	138404
2272	432143	138217
2273	432338	138028
2274	432523	137837
2275	432717	137648
2276	432898	137455
2277	433079	137262
2278	433254	137067
2279	433450	136879
2280	433643	136689
2281	433831	136499
2282	434005	136304
2283	434192	136112
2284	434383	135923
2285	434585	135736
2286	434791	135551
2287	434979	135360
2288	435176	135172
2289	435373	134984
2290	435559	134793
2291	435750	134603
2292	435945	134414
2293	436121	134220
2294	436309	134029
2295	436503	133840
2296	436690	133649
2297	436871	133456
2298	437063	133267
2299	437261	133079
2300	437439	132885
2301	437619	132692
2302	437819	132505
2303	438008	132315
2304	438189	132122
2305	438381	131932
2306	438568	131741
2307	438750	131549
2308	438956	131363
2309	439146	131173
2310	439341	130985
2311	439551	130800
2312	439733	130608
2313	439916	130415
2314	440095	130222
2315	440287	130033
2316	440469	129840
2317	440649	129647
2318	440853	129461
2319	441039	129270
2320	441232	129080
2321	441402	128884
2322	441585	128692
2323	441768	128500
2324	441960	128311
2325	442158	128123
2326	442349	127933
2327	442533	127741
2328	442721	127551
2329	442900	127357
2330	443088	127167
2331	443284	126978
2332	443472	126788
2333	443672	126600
2334	443852	126407
2335	444038	126216
2336	444239	126029
2337	444430	125839
2338	444631	125652
2339	444826	125463
2340	445028	125277
2341	445221	125087
2342	445428	124902
2343	445609	124709
2344	445813	124523
2345	446007	124334
2346	446198	124144
2347	446392	123955
2348	446595	123769
2349	446775	123576
2350	446972	123387
2351	447166	123199
2352	447359	123009
2353	447551	122820
2354	447737	122628
2355	447929	122439
2356	448117	122248
2357	448307	122058
2358	448512	121872
2359	448701	121681
2360	448888	121490
2361	449070	121298
2362	449261	121108
2363	449443	120916
2364	449642	120728
2365	449820	120535
2366	450010	120345
2367	450195	120153
2368	450387	119964
2369	450594	119778
2370	450770	119584
2371	450940	119389
2372	451121	119196
2373	451311	119006
2374	451518	118820
2375	451702	118628
2376	451884	118436
2377	452073	118246
2378	452274	118058
2379	452468	117870
2380	452660	117680
2381	452842	117487
2382	453023	117295
2383	453211	117104
2384	453403	116915
2385	453586	116723
2386	453770	116531
2387	453953	116339
2388	454160	116153
2389	454353	115964
2390	454541	115773
2391	454729	115583
2392	454918	115393
2393	455103	115201
2394	455296	115012
2395	455489	114822
2396	455670	114630
2397	455863	114441
2398	456062	114253
2399	456267	114066
2400	456458	113876
2401	456644	113685
2402	456832	113495
2403	457023	113305
2404	457206	113113
2405	457390	112921
2406	457586	112733
2407	457775	112542
2408	457969	112353
2409	458165	112164
2410	458366	111977
2411	458554	111786
2412	458741	111596
2413	458924	111404
2414	459112	111213
2415	459301	111023
2416	459491	110833
2417	459691	110645
2418	459880	110455
2419	460086	110268
2420	460277	110078
2421	460467	109888
2422	460671	109701
2423	460851	109509
2424	461042	109319
2425	461233	109129
2426	461416	108937
2427	461611	108748
2428	461813	108561
2429	461999	108370
2430	462189	108180
2431	462368	107987
2432	462549	107795
2433	462738	107604
2434	462926	107414
2435	463125	107226
2436	463324	107038
2437	463505	106845
2438	463716	106660
2439	463908	106470
2440	464089	106278
2441	464279	106088
2442	464469	105898
2443	464655	105707
2444	464846	105517
2445	465027	105325
2446	465229	105137
2447	465424	104948
2448	465597	104754
2449	465784	104563
2450	465982	104375
2451	466167	104184
2452	466335	103989
2453	466532	103800
2454	466726	103611
2455	466907	103419
2456	467101	103229
2457	467300	103041
2458	467493	102852
2459	467681	102661
2460	467878	102473
2461	468072	102284
2462	468258	102092
2463	468445	101902
2464	468632	101711
2465	468818	101520
2466	469018	101332
2467	469202	101140
2468	469400	100952
2469	469576	100759
2470	469776	100571
2471	469955	100378
2472	470132	100186
2473	470331	99997
2474	470523	99808
2475	470720	99619
2476	470908	99428
2477	471102	99239
2478	471278	99046
2479	471473	98857
2480	471655	98665
2481	471861	98478
2482	472062	98290
2483	472260	98102
2484	472466	97915
2485	472667	97727
2486	472856	97537
2487	473062	97350
2488	473259	97161
2489	473459	96973
2490	473645	96782
2491	473845	96594
2492	474034	96404
2493	474234	96215
2494	474424	96025
2495	474631	95839
2496	474815	95647
2497	475011	95458
2498	475216	95271
2499	475422	95084
2500	475616	94895
2501	475813	94706
2502	475995	94514
2503	476199	94327
2504	476395	94138
2505	476593	93949
2506	476780	93758
2507	476968	93568
2508	477167	93379
2509	477361	93190
2510	477560	93001
2511	477749	92811
2512	477939	92620
2513	478126	92430
2514	478311	92238
2515	478494	92047
2516	478678	91856
2517	478878	91667
2518	479085	91480
2519	479281	91291
2520	479459	91099
2521	479660	90911
2522	479841	90719
2523	480029	90528
2524	480221	90338
2525	480404	90147
2526	480596	89957
2527	480789	89767
2528	480966	89575
2529	481154	89384
2530	481351	89195
2531	481551	89007
2532	481738	88816
2533	481930	88626
2534	482132	88438
2535	482309	88245
2536	482503	88056
2537	482690	87865
2538	482885	87676
2539	483069	87485
2540	483251	87293
2541	483450	87104
2542	483651	86916
2543	483841	86726
2544	484029	86535
2545	484212	86344
2546	484396	86152
2547	484586	85962
2548	484772	85771
2549	484960	85581
2550	485144	85390
2551	485345	85201
2552	485538	85012
2553	485721	84820
2554	485911	84630
2555	486102	84440
2556	486296	84250
2557	486487	84060
2558	486677	83870
2559	486871	83681
2560	487058	83490
2561	487235	83297
2562	487427	83107
2563	487625	82919
2564	487814	82728
2565	488000	82537
2566	488187	82347
2567	488391	82159
2568	488583	81969
2569	488781	81780
2570	488964	81589
2571	489169	81401
2572	489371	81213
2573	489566	81023
2574	489749	80832
2575	489945	80643
2576	490113	80449
2577	490303	80259
2578	490505	80070
2579	490700	79881
2580	490885	79690
2581	491070	79499
2582	491257	79308
2583	491442	79117
2584	491631	78927
2585	491822	78737
2586	492014	78547
2587	492197	78356
2588	492389	78166
2589	492575	77975
2590	492756	77783
2591	492939	77592
2592	493127	77401
2593	493327	77213
2594	493510	77021
2595	493713	76833
2596	493903	76643
2597	494095	76453
2598	494280	76262
2599	494474	76072
2600	494654	75881
2601	494841	75690
2602	495039	75501
2603	495225	75310
2604	495412	75120
2605	495596	74929
2606	495791	74739
2607	495988	74550
2608	496178	74360
2609	496376	74171
2610	496550	73978
2611	496732	73787
2612	496920	73596
2613	497114	73407
2614	497305	73217
2615	497482	73025
2616	497663	72833
2617	497848	72642
2618	498054	72454
2619	498231	72262
2620	498437	72074
2621	498619	71883
2622	498798	71691
2623	498981	71500
2624	499166	71309
2625	499359	71119
2626	499554	70930
2627	499741	70739
2628	499941	70550
2629	500140	70361
2630	500316	70169
2631	500509	69979
2632	500696	69789
2633	500882	69598
2634	501068	69408
2635	501249	69216
2636	501430	69025
2637	501620	68835
2638	501813	68645
2639	502003	68454
2640	502183	68263
2641	502364	68072
2642	502549	67881
2643	502738	67691
2644	502924	67500
2645	503120	67310
2646	503317	67121
2647	503511	66932
2648	503693	66740
2649	503889	66551
2650	504088	66362
2651	504269	66171
2652	504451	65979
2653	504646	65790
2654	504848	65601
2655	505033	65410
2656	505229	65221
2657	505415	65030
2658	505601	64840
2659	505795	64650
2660	505982	64459
2661	506176	64270
2662	506364	64079
2663	506554	63889
2664	506740	63699
2665	506917	63507
2666	507099	63316
2667	507306	63128
2668	507496	62937
2669	507702	62749
2670	507877	62557
2671	508073	62368
2672	508260	62177
2673	508446	61987
2674	508630	61796
2675	508826	61606
2676	509019	61416
2677	509207	61226
2678	509412	61038
2679	509604	60848
2680	509797	60658
2681	509987	60468
2682	510176	60277
2683	510367	60087
2684	510559	59898
2685	510740	59706
2686	510929	59516
2687	511111	59325
2688	511296	59134
2689	511488	58944
2690	511671	58753
2691	511845	58561
2692	512034	58371
2693	512226	58181
2694	512420	57991
2695	512612	57802
2696	512800	57611
2697	512984	57420
2698	513171	57230
2699	513362	57040
2700	513556	56850
2701	513738	56659
2702	513913	56467
2703	514097	56276
2704	514285	56086
2705	514487	55897
2706	514678	55707
2707	514873	55518
2708	515069	55328
2709	515255	55138
2710	515462	54949
2711	515656	54760
2712	515848	54570
2713	516030	54379
2714	516215	54188
2715	516405	53998
2716	516599	53808
2717	516791	53618
2718	516985	53428
2719	517167	53237
2720	517366	53048
2721	517555	52858
2722	517739	52667
2723	517922	52476
2724	518111	52286
2725	518304	52096
2726	518499	51906
2727	518678	51715
2728	518873	51526
2729	519064	51336
2730	519247	51145
2731	519434	50954
2732	519639	50766
2733	519822	50575
2734	520018	50385
2735	520216	50196
2736	520407	50006
2737	520591	49815
2738	520776	49624
2739	520967	49434
2740	521154	49244
2741	521342	49054
2742	521536	48864
2743	521726	48674
2744	521895	48482
2745	522081	48291
2746	522271	48101
2747	522465	47911
2748	522652	47721
2749	522846	47531
2750	523046	47342
2751	523238	47152
2752	523433	46962
2753	523617	46771
2754	523813	46582
2755	523989	46390
2756	524190	46201
2757	524379	46011
2758	524581	45822
2759	524779	45632
2760	524978	45443
2761	525169	45253
2762	525354	45062
2763	525542	44872
2764	525736	44682
2765	525921	44492
2766	526104	44301
2767	526290	44111
2768	526480	43920
2769	526681	43731
2770	526870	43541
2771	527052	43350
2772	527243	43160
2773	527439	42970
2774	527628	42780
2775	527815	42590
2776	527996	42399
2777	528183	42209
2778	528394	42020
2779	528584	41830
2780	528775	41640
2781	528974	41450
2782	529160	41260
2783	529357	41070
2784	529555	40881
2785	529742	40690
2786	529944	40501
2787	530119	40310
2788	530306	40119
2789	530507	39930
2790	530691	39740
2791	530885	39550
2792	531082	39360
2793	531271	39170
2794	531459	38980
2795	531668	38791
2796	531854	38600
2797	532038	38410
2798	532221	38219
2799	532413	38029
2800	532615	37840
2801	532802	37649
2802	532987	37459
2803	533179	37269
2804	533365	37078
2805	533558	36888
2806	533741	36698
2807	533933	36508
2808	534123	36318
2809	534315	36128
2810	534522	35939
2811	534699	35748
2812	534897	35558
2813	535075	35367
2814	535254	35176
2815	535442	34986
2816	535642	34796
2817	535825	34606
2818	536014	34415
2819	536196	34225
2820	536388	34035
2821	536569	33844
2822	536741	33653
2823	536937	33463
2824	537119	33272
2825	537298	33082
2826	537492	32892
2827	537686	32702
2828	537870	32511
2829	538064	32321
2830	538262	32132
2831	538450	31941
2832	538653	31752
2833	538848	31562
2834	539030	31372
2835	539214	31181
2836	539401	30991
2837	539585	30800
2838	539772	30610
2839	539964	30420
2840	540156	30230
2841	540356	30040
2842	540559	29851
2843	540762	29662
2844	540963	29472
2845	541154	29282
2846	541351	29092
2847	541555	28903
2848	541747	28713
2849	541926	28522
2850	542112	28332
2851	542294	28141
2852	542476	27950
2853	542660	27760
2854	542848	27570
2855	543034	27379
2856	543223	27189
2857	543423	27000
2858	543616	26810
2859	543814	26620
2860	543987	26429
2861	544167	26238
2862	544354	26048
2863	544548	25858
2864	544742	25668
2865	544931	25478
2866	545107	25287
2867	545293	25097
2868	545477	24906
2869	545664	24716
2870	545863	24526
2871	546059	24336
2872	546249	24146
2873	546440	23956
2874	546634	23766
2875	546809	23575
2876	547000	23385
2877	547194	23195
2878	547392	23006
2879	547580	22815
2880	547769	22625
2881	547949	22435
2882	548141	22245
2883	548322	22054
2884	548515	21864
2885	548699	21674
2886	548884	21483
2887	549074	21293
2888	549264	21103
2889	549456	20913
2890	549648	20723
2891	549837	20533
2892	550018	20342
2893	550210	20152
2894	550400	19962
2895	550604	19773
2896	550804	19583
2897	550991	19393
2898	551177	19202
2899	551373	19012
2900	551565	18822
2901	551768	18633
2902	551958	18442
2903	552145	18252
2904	552332	18062
2905	552509	17871
2906	552706	17682
2907	552901	17492
2908	553093	17301
2909	553295	17112
2910	553486	16922
2911	553674	16731
2912	553863	16541
2913	554052	16351
2914	554238	16161
2915	554448	15971
2916	554635	15781
2917	554841	15591
2918	555037	15401
2919	555220	15211
2920	555421	15021
2921	555607	14831
2922	555805	14641
2923	556002	14451
2924	556191	14261
2925	556379	14071
2926	556571	13881
2927	556761	13690
2928	556958	13500
2929	557148	13310
2930	557333	13120
2931	557512	12930
2932	557699	12739
2933	557882	12549
2934	558069	12359
2935	558254	12169
2936	558449	11978
2937	558643	11788
2938	558838	11598
2939	559037	11408
2940	559223	11218
2941	559418	11028
2942	559615	10838
2943	559810	10648
2944	560003	10458
2945	560189	10268
2946	560372	10077
2947	560551	9887
2948	560748	9697
2949	560944	9507
2950	561136	9317
2951	561330	9127
2952	561524	8937
2953	561709	8746
2954	561893	8556
2955	562074	8366
2956	562262	8176
2957	562449	7986
2958	562623	7795
2959	562807	7605
2960	563014	7415
2961	563205	7225
2962	563401	7035
2963	563588	6845
2964	563764	6654
2965	563953	6464
2966	564151	6274
2967	564343	6084
2968	564539	5894
2969	564721	5704
2970	564912	5514
2971	565105	5324
2972	565286	5133
2973	565485	4943
2974	565678	4753
2975	565868	4563
2976	566059	4373
2977	566243	4183
2978	566432	3992
2979	566624	3802
2980	566818	3612
2981	567020	3422
2982	567216	3232
2983	567395	3042
2984	567578	2852
2985	567773	2662
2986	567963	2471
2987	568166	2281
2988	568358	2091
2989	568548	1901
2990	568748	1711
2991	568933	1521
2992	569123	1331
2993	569315	1140
2994	569498	950
2995	569681	760
2996	569871	570
2997	570066	380
2998	570250	190
2999	570443	0
